timestamp,fold,accuracy,precision,recall,f1_score,training_time_sec,n_samples_train,n_samples_test,n_features,feature_names,output_name,xgb_params
2025-12-26 14:03:33,1,0.8435609334485739,0.8340977304676527,0.8435609334485739,0.8364185726723697,6.933692455291748,10411,1157,66,"[""HeardClimate_Dummy"", ""ClimateChanged_Dummy"", ""Respon_Female"", ""Respon_Age"", ""LivingYear"", ""Edu_Literal"", ""Edu_Illiterate"", ""Edu_year"", ""Female_Ratio"", ""U18_Ratio"", ""A65_Ratio"", ""Edu12_Ratio"", ""Literal_Ratio"", ""EcoBelt_Hill"", ""EcoBelt_Mountain"", ""EcoBelt_Terai"", ""Prov_Bagmati"", ""Prov_Koshi"", ""Prov_Lumbini"", ""Prov_Madhesh"", ""Prov_Sudurpaschim"", ""Prov_Gandaki"", ""Prov_Karnali"", ""ResidenceOwn_dummy"", ""ResidenceRent_dummy"", ""ResidenceInstitu_dummy"", ""ResidenceOthers_dummy"", ""ResidInfraPerman_dummy"", ""ResidInfraSemi_dummy"", ""ResidInfraKachchi_dummy"", ""ResidInfraOthers_dummy"", ""Remittance_dummy"", ""Have_AgriLand"", ""HouseHead_AgriExpYear"", ""Radio_dummy"", ""TV_dummy"", ""PC_dummy"", ""Net_dummy"", ""Phone_dummy"", ""Mobile_dummy"", ""Motorbike_dummy"", ""Car_dummy"", ""Bike_dummy"", ""OtherVehi_dummy"", ""Refrige_dummy"", ""SavingMembership"", ""RegularSaving"", ""OrgMembership"", ""AgriSupport"", ""Dist_Road"", ""Dist_HealthCenter"", ""Dist_SecondarySchool"", ""Dist_Market"", ""Dist_AgriSupport"", ""FramMechan"", ""IncomeResAgri_dummy"", ""IncomeResWage_dummy"", ""IncomeResNonAgriBusi_dummy"", ""IncomeResRemit_dummy"", ""IncomeResOthers_dummy"", ""TotalIncome"", ""Year"", ""DisasterExpInd"", ""DisasterFoodShortageInd"", ""DisasterDieInd"", ""DisasterMoneyLoss""]",HumanDiseaseIncreasePast25_Dummy,"{""objective"": ""binary:logistic"", ""eval_metric"": ""logloss"", ""n_estimators"": 1000, ""learning_rate"": 0.05, ""max_depth"": 8, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""tree_method"": ""hist"", ""device"": ""cuda""}"
2025-12-26 14:03:40,2,0.8591184096802075,0.853241753678378,0.8591184096802075,0.8552360455185325,7.9890806674957275,10411,1157,66,"[""HeardClimate_Dummy"", ""ClimateChanged_Dummy"", ""Respon_Female"", ""Respon_Age"", ""LivingYear"", ""Edu_Literal"", ""Edu_Illiterate"", ""Edu_year"", ""Female_Ratio"", ""U18_Ratio"", ""A65_Ratio"", ""Edu12_Ratio"", ""Literal_Ratio"", ""EcoBelt_Hill"", ""EcoBelt_Mountain"", ""EcoBelt_Terai"", ""Prov_Bagmati"", ""Prov_Koshi"", ""Prov_Lumbini"", ""Prov_Madhesh"", ""Prov_Sudurpaschim"", ""Prov_Gandaki"", ""Prov_Karnali"", ""ResidenceOwn_dummy"", ""ResidenceRent_dummy"", ""ResidenceInstitu_dummy"", ""ResidenceOthers_dummy"", ""ResidInfraPerman_dummy"", ""ResidInfraSemi_dummy"", ""ResidInfraKachchi_dummy"", ""ResidInfraOthers_dummy"", ""Remittance_dummy"", ""Have_AgriLand"", ""HouseHead_AgriExpYear"", ""Radio_dummy"", ""TV_dummy"", ""PC_dummy"", ""Net_dummy"", ""Phone_dummy"", ""Mobile_dummy"", ""Motorbike_dummy"", ""Car_dummy"", ""Bike_dummy"", ""OtherVehi_dummy"", ""Refrige_dummy"", ""SavingMembership"", ""RegularSaving"", ""OrgMembership"", ""AgriSupport"", ""Dist_Road"", ""Dist_HealthCenter"", ""Dist_SecondarySchool"", ""Dist_Market"", ""Dist_AgriSupport"", ""FramMechan"", ""IncomeResAgri_dummy"", ""IncomeResWage_dummy"", ""IncomeResNonAgriBusi_dummy"", ""IncomeResRemit_dummy"", ""IncomeResOthers_dummy"", ""TotalIncome"", ""Year"", ""DisasterExpInd"", ""DisasterFoodShortageInd"", ""DisasterDieInd"", ""DisasterMoneyLoss""]",HumanDiseaseIncreasePast25_Dummy,"{""objective"": ""binary:logistic"", ""eval_metric"": ""logloss"", ""n_estimators"": 1000, ""learning_rate"": 0.05, ""max_depth"": 8, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""tree_method"": ""hist"", ""device"": ""cuda""}"
2025-12-26 14:03:48,3,0.8798617113223854,0.8732304489087105,0.8798617113223854,0.8754478787101178,9.071829795837402,10411,1157,66,"[""HeardClimate_Dummy"", ""ClimateChanged_Dummy"", ""Respon_Female"", ""Respon_Age"", ""LivingYear"", ""Edu_Literal"", ""Edu_Illiterate"", ""Edu_year"", ""Female_Ratio"", ""U18_Ratio"", ""A65_Ratio"", ""Edu12_Ratio"", ""Literal_Ratio"", ""EcoBelt_Hill"", ""EcoBelt_Mountain"", ""EcoBelt_Terai"", ""Prov_Bagmati"", ""Prov_Koshi"", ""Prov_Lumbini"", ""Prov_Madhesh"", ""Prov_Sudurpaschim"", ""Prov_Gandaki"", ""Prov_Karnali"", ""ResidenceOwn_dummy"", ""ResidenceRent_dummy"", ""ResidenceInstitu_dummy"", ""ResidenceOthers_dummy"", ""ResidInfraPerman_dummy"", ""ResidInfraSemi_dummy"", ""ResidInfraKachchi_dummy"", ""ResidInfraOthers_dummy"", ""Remittance_dummy"", ""Have_AgriLand"", ""HouseHead_AgriExpYear"", ""Radio_dummy"", ""TV_dummy"", ""PC_dummy"", ""Net_dummy"", ""Phone_dummy"", ""Mobile_dummy"", ""Motorbike_dummy"", ""Car_dummy"", ""Bike_dummy"", ""OtherVehi_dummy"", ""Refrige_dummy"", ""SavingMembership"", ""RegularSaving"", ""OrgMembership"", ""AgriSupport"", ""Dist_Road"", ""Dist_HealthCenter"", ""Dist_SecondarySchool"", ""Dist_Market"", ""Dist_AgriSupport"", ""FramMechan"", ""IncomeResAgri_dummy"", ""IncomeResWage_dummy"", ""IncomeResNonAgriBusi_dummy"", ""IncomeResRemit_dummy"", ""IncomeResOthers_dummy"", ""TotalIncome"", ""Year"", ""DisasterExpInd"", ""DisasterFoodShortageInd"", ""DisasterDieInd"", ""DisasterMoneyLoss""]",HumanDiseaseIncreasePast25_Dummy,"{""objective"": ""binary:logistic"", ""eval_metric"": ""logloss"", ""n_estimators"": 1000, ""learning_rate"": 0.05, ""max_depth"": 8, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""tree_method"": ""hist"", ""device"": ""cuda""}"
2025-12-26 14:03:57,4,0.867761452031115,0.8604583452886618,0.867761452031115,0.862950284726719,9.766917705535889,10411,1157,66,"[""HeardClimate_Dummy"", ""ClimateChanged_Dummy"", ""Respon_Female"", ""Respon_Age"", ""LivingYear"", ""Edu_Literal"", ""Edu_Illiterate"", ""Edu_year"", ""Female_Ratio"", ""U18_Ratio"", ""A65_Ratio"", ""Edu12_Ratio"", ""Literal_Ratio"", ""EcoBelt_Hill"", ""EcoBelt_Mountain"", ""EcoBelt_Terai"", ""Prov_Bagmati"", ""Prov_Koshi"", ""Prov_Lumbini"", ""Prov_Madhesh"", ""Prov_Sudurpaschim"", ""Prov_Gandaki"", ""Prov_Karnali"", ""ResidenceOwn_dummy"", ""ResidenceRent_dummy"", ""ResidenceInstitu_dummy"", ""ResidenceOthers_dummy"", ""ResidInfraPerman_dummy"", ""ResidInfraSemi_dummy"", ""ResidInfraKachchi_dummy"", ""ResidInfraOthers_dummy"", ""Remittance_dummy"", ""Have_AgriLand"", ""HouseHead_AgriExpYear"", ""Radio_dummy"", ""TV_dummy"", ""PC_dummy"", ""Net_dummy"", ""Phone_dummy"", ""Mobile_dummy"", ""Motorbike_dummy"", ""Car_dummy"", ""Bike_dummy"", ""OtherVehi_dummy"", ""Refrige_dummy"", ""SavingMembership"", ""RegularSaving"", ""OrgMembership"", ""AgriSupport"", ""Dist_Road"", ""Dist_HealthCenter"", ""Dist_SecondarySchool"", ""Dist_Market"", ""Dist_AgriSupport"", ""FramMechan"", ""IncomeResAgri_dummy"", ""IncomeResWage_dummy"", ""IncomeResNonAgriBusi_dummy"", ""IncomeResRemit_dummy"", ""IncomeResOthers_dummy"", ""TotalIncome"", ""Year"", ""DisasterExpInd"", ""DisasterFoodShortageInd"", ""DisasterDieInd"", ""DisasterMoneyLoss""]",HumanDiseaseIncreasePast25_Dummy,"{""objective"": ""binary:logistic"", ""eval_metric"": ""logloss"", ""n_estimators"": 1000, ""learning_rate"": 0.05, ""max_depth"": 8, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""tree_method"": ""hist"", ""device"": ""cuda""}"
2025-12-26 14:04:07,5,0.8556611927398444,0.8570266771068559,0.8556611927398444,0.856323435593132,9.414056777954102,10411,1157,66,"[""HeardClimate_Dummy"", ""ClimateChanged_Dummy"", ""Respon_Female"", ""Respon_Age"", ""LivingYear"", ""Edu_Literal"", ""Edu_Illiterate"", ""Edu_year"", ""Female_Ratio"", ""U18_Ratio"", ""A65_Ratio"", ""Edu12_Ratio"", ""Literal_Ratio"", ""EcoBelt_Hill"", ""EcoBelt_Mountain"", ""EcoBelt_Terai"", ""Prov_Bagmati"", ""Prov_Koshi"", ""Prov_Lumbini"", ""Prov_Madhesh"", ""Prov_Sudurpaschim"", ""Prov_Gandaki"", ""Prov_Karnali"", ""ResidenceOwn_dummy"", ""ResidenceRent_dummy"", ""ResidenceInstitu_dummy"", ""ResidenceOthers_dummy"", ""ResidInfraPerman_dummy"", ""ResidInfraSemi_dummy"", ""ResidInfraKachchi_dummy"", ""ResidInfraOthers_dummy"", ""Remittance_dummy"", ""Have_AgriLand"", ""HouseHead_AgriExpYear"", ""Radio_dummy"", ""TV_dummy"", ""PC_dummy"", ""Net_dummy"", ""Phone_dummy"", ""Mobile_dummy"", ""Motorbike_dummy"", ""Car_dummy"", ""Bike_dummy"", ""OtherVehi_dummy"", ""Refrige_dummy"", ""SavingMembership"", ""RegularSaving"", ""OrgMembership"", ""AgriSupport"", ""Dist_Road"", ""Dist_HealthCenter"", ""Dist_SecondarySchool"", ""Dist_Market"", ""Dist_AgriSupport"", ""FramMechan"", ""IncomeResAgri_dummy"", ""IncomeResWage_dummy"", ""IncomeResNonAgriBusi_dummy"", ""IncomeResRemit_dummy"", ""IncomeResOthers_dummy"", ""TotalIncome"", ""Year"", ""DisasterExpInd"", ""DisasterFoodShortageInd"", ""DisasterDieInd"", ""DisasterMoneyLoss""]",HumanDiseaseIncreasePast25_Dummy,"{""objective"": ""binary:logistic"", ""eval_metric"": ""logloss"", ""n_estimators"": 1000, ""learning_rate"": 0.05, ""max_depth"": 8, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""tree_method"": ""hist"", ""device"": ""cuda""}"
2025-12-26 14:04:16,6,0.8738115816767502,0.8698613269604077,0.8738115816767502,0.8715357880862679,9.990423202514648,10411,1157,66,"[""HeardClimate_Dummy"", ""ClimateChanged_Dummy"", ""Respon_Female"", ""Respon_Age"", ""LivingYear"", ""Edu_Literal"", ""Edu_Illiterate"", ""Edu_year"", ""Female_Ratio"", ""U18_Ratio"", ""A65_Ratio"", ""Edu12_Ratio"", ""Literal_Ratio"", ""EcoBelt_Hill"", ""EcoBelt_Mountain"", ""EcoBelt_Terai"", ""Prov_Bagmati"", ""Prov_Koshi"", ""Prov_Lumbini"", ""Prov_Madhesh"", ""Prov_Sudurpaschim"", ""Prov_Gandaki"", ""Prov_Karnali"", ""ResidenceOwn_dummy"", ""ResidenceRent_dummy"", ""ResidenceInstitu_dummy"", ""ResidenceOthers_dummy"", ""ResidInfraPerman_dummy"", ""ResidInfraSemi_dummy"", ""ResidInfraKachchi_dummy"", ""ResidInfraOthers_dummy"", ""Remittance_dummy"", ""Have_AgriLand"", ""HouseHead_AgriExpYear"", ""Radio_dummy"", ""TV_dummy"", ""PC_dummy"", ""Net_dummy"", ""Phone_dummy"", ""Mobile_dummy"", ""Motorbike_dummy"", ""Car_dummy"", ""Bike_dummy"", ""OtherVehi_dummy"", ""Refrige_dummy"", ""SavingMembership"", ""RegularSaving"", ""OrgMembership"", ""AgriSupport"", ""Dist_Road"", ""Dist_HealthCenter"", ""Dist_SecondarySchool"", ""Dist_Market"", ""Dist_AgriSupport"", ""FramMechan"", ""IncomeResAgri_dummy"", ""IncomeResWage_dummy"", ""IncomeResNonAgriBusi_dummy"", ""IncomeResRemit_dummy"", ""IncomeResOthers_dummy"", ""TotalIncome"", ""Year"", ""DisasterExpInd"", ""DisasterFoodShortageInd"", ""DisasterDieInd"", ""DisasterMoneyLoss""]",HumanDiseaseIncreasePast25_Dummy,"{""objective"": ""binary:logistic"", ""eval_metric"": ""logloss"", ""n_estimators"": 1000, ""learning_rate"": 0.05, ""max_depth"": 8, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""tree_method"": ""hist"", ""device"": ""cuda""}"
2025-12-26 14:04:26,7,0.867761452031115,0.8621771154278761,0.867761452031115,0.8638724208922118,9.749593257904053,10411,1157,66,"[""HeardClimate_Dummy"", ""ClimateChanged_Dummy"", ""Respon_Female"", ""Respon_Age"", ""LivingYear"", ""Edu_Literal"", ""Edu_Illiterate"", ""Edu_year"", ""Female_Ratio"", ""U18_Ratio"", ""A65_Ratio"", ""Edu12_Ratio"", ""Literal_Ratio"", ""EcoBelt_Hill"", ""EcoBelt_Mountain"", ""EcoBelt_Terai"", ""Prov_Bagmati"", ""Prov_Koshi"", ""Prov_Lumbini"", ""Prov_Madhesh"", ""Prov_Sudurpaschim"", ""Prov_Gandaki"", ""Prov_Karnali"", ""ResidenceOwn_dummy"", ""ResidenceRent_dummy"", ""ResidenceInstitu_dummy"", ""ResidenceOthers_dummy"", ""ResidInfraPerman_dummy"", ""ResidInfraSemi_dummy"", ""ResidInfraKachchi_dummy"", ""ResidInfraOthers_dummy"", ""Remittance_dummy"", ""Have_AgriLand"", ""HouseHead_AgriExpYear"", ""Radio_dummy"", ""TV_dummy"", ""PC_dummy"", ""Net_dummy"", ""Phone_dummy"", ""Mobile_dummy"", ""Motorbike_dummy"", ""Car_dummy"", ""Bike_dummy"", ""OtherVehi_dummy"", ""Refrige_dummy"", ""SavingMembership"", ""RegularSaving"", ""OrgMembership"", ""AgriSupport"", ""Dist_Road"", ""Dist_HealthCenter"", ""Dist_SecondarySchool"", ""Dist_Market"", ""Dist_AgriSupport"", ""FramMechan"", ""IncomeResAgri_dummy"", ""IncomeResWage_dummy"", ""IncomeResNonAgriBusi_dummy"", ""IncomeResRemit_dummy"", ""IncomeResOthers_dummy"", ""TotalIncome"", ""Year"", ""DisasterExpInd"", ""DisasterFoodShortageInd"", ""DisasterDieInd"", ""DisasterMoneyLoss""]",HumanDiseaseIncreasePast25_Dummy,"{""objective"": ""binary:logistic"", ""eval_metric"": ""logloss"", ""n_estimators"": 1000, ""learning_rate"": 0.05, ""max_depth"": 8, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""tree_method"": ""hist"", ""device"": ""cuda""}"
2025-12-26 14:04:36,8,0.8703543647363872,0.8651068662407698,0.8703543647363872,0.8672763619343433,9.859801054000854,10411,1157,66,"[""HeardClimate_Dummy"", ""ClimateChanged_Dummy"", ""Respon_Female"", ""Respon_Age"", ""LivingYear"", ""Edu_Literal"", ""Edu_Illiterate"", ""Edu_year"", ""Female_Ratio"", ""U18_Ratio"", ""A65_Ratio"", ""Edu12_Ratio"", ""Literal_Ratio"", ""EcoBelt_Hill"", ""EcoBelt_Mountain"", ""EcoBelt_Terai"", ""Prov_Bagmati"", ""Prov_Koshi"", ""Prov_Lumbini"", ""Prov_Madhesh"", ""Prov_Sudurpaschim"", ""Prov_Gandaki"", ""Prov_Karnali"", ""ResidenceOwn_dummy"", ""ResidenceRent_dummy"", ""ResidenceInstitu_dummy"", ""ResidenceOthers_dummy"", ""ResidInfraPerman_dummy"", ""ResidInfraSemi_dummy"", ""ResidInfraKachchi_dummy"", ""ResidInfraOthers_dummy"", ""Remittance_dummy"", ""Have_AgriLand"", ""HouseHead_AgriExpYear"", ""Radio_dummy"", ""TV_dummy"", ""PC_dummy"", ""Net_dummy"", ""Phone_dummy"", ""Mobile_dummy"", ""Motorbike_dummy"", ""Car_dummy"", ""Bike_dummy"", ""OtherVehi_dummy"", ""Refrige_dummy"", ""SavingMembership"", ""RegularSaving"", ""OrgMembership"", ""AgriSupport"", ""Dist_Road"", ""Dist_HealthCenter"", ""Dist_SecondarySchool"", ""Dist_Market"", ""Dist_AgriSupport"", ""FramMechan"", ""IncomeResAgri_dummy"", ""IncomeResWage_dummy"", ""IncomeResNonAgriBusi_dummy"", ""IncomeResRemit_dummy"", ""IncomeResOthers_dummy"", ""TotalIncome"", ""Year"", ""DisasterExpInd"", ""DisasterFoodShortageInd"", ""DisasterDieInd"", ""DisasterMoneyLoss""]",HumanDiseaseIncreasePast25_Dummy,"{""objective"": ""binary:logistic"", ""eval_metric"": ""logloss"", ""n_estimators"": 1000, ""learning_rate"": 0.05, ""max_depth"": 8, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""tree_method"": ""hist"", ""device"": ""cuda""}"
2025-12-26 14:04:46,9,0.8762975778546713,0.8710287314779528,0.8762975778546713,0.8730618893623336,9.854581594467163,10412,1156,66,"[""HeardClimate_Dummy"", ""ClimateChanged_Dummy"", ""Respon_Female"", ""Respon_Age"", ""LivingYear"", ""Edu_Literal"", ""Edu_Illiterate"", ""Edu_year"", ""Female_Ratio"", ""U18_Ratio"", ""A65_Ratio"", ""Edu12_Ratio"", ""Literal_Ratio"", ""EcoBelt_Hill"", ""EcoBelt_Mountain"", ""EcoBelt_Terai"", ""Prov_Bagmati"", ""Prov_Koshi"", ""Prov_Lumbini"", ""Prov_Madhesh"", ""Prov_Sudurpaschim"", ""Prov_Gandaki"", ""Prov_Karnali"", ""ResidenceOwn_dummy"", ""ResidenceRent_dummy"", ""ResidenceInstitu_dummy"", ""ResidenceOthers_dummy"", ""ResidInfraPerman_dummy"", ""ResidInfraSemi_dummy"", ""ResidInfraKachchi_dummy"", ""ResidInfraOthers_dummy"", ""Remittance_dummy"", ""Have_AgriLand"", ""HouseHead_AgriExpYear"", ""Radio_dummy"", ""TV_dummy"", ""PC_dummy"", ""Net_dummy"", ""Phone_dummy"", ""Mobile_dummy"", ""Motorbike_dummy"", ""Car_dummy"", ""Bike_dummy"", ""OtherVehi_dummy"", ""Refrige_dummy"", ""SavingMembership"", ""RegularSaving"", ""OrgMembership"", ""AgriSupport"", ""Dist_Road"", ""Dist_HealthCenter"", ""Dist_SecondarySchool"", ""Dist_Market"", ""Dist_AgriSupport"", ""FramMechan"", ""IncomeResAgri_dummy"", ""IncomeResWage_dummy"", ""IncomeResNonAgriBusi_dummy"", ""IncomeResRemit_dummy"", ""IncomeResOthers_dummy"", ""TotalIncome"", ""Year"", ""DisasterExpInd"", ""DisasterFoodShortageInd"", ""DisasterDieInd"", ""DisasterMoneyLoss""]",HumanDiseaseIncreasePast25_Dummy,"{""objective"": ""binary:logistic"", ""eval_metric"": ""logloss"", ""n_estimators"": 1000, ""learning_rate"": 0.05, ""max_depth"": 8, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""tree_method"": ""hist"", ""device"": ""cuda""}"
2025-12-26 14:04:56,10,0.8918685121107266,0.892988274638654,0.8918685121107266,0.8924047162929817,9.615065813064575,10412,1156,66,"[""HeardClimate_Dummy"", ""ClimateChanged_Dummy"", ""Respon_Female"", ""Respon_Age"", ""LivingYear"", ""Edu_Literal"", ""Edu_Illiterate"", ""Edu_year"", ""Female_Ratio"", ""U18_Ratio"", ""A65_Ratio"", ""Edu12_Ratio"", ""Literal_Ratio"", ""EcoBelt_Hill"", ""EcoBelt_Mountain"", ""EcoBelt_Terai"", ""Prov_Bagmati"", ""Prov_Koshi"", ""Prov_Lumbini"", ""Prov_Madhesh"", ""Prov_Sudurpaschim"", ""Prov_Gandaki"", ""Prov_Karnali"", ""ResidenceOwn_dummy"", ""ResidenceRent_dummy"", ""ResidenceInstitu_dummy"", ""ResidenceOthers_dummy"", ""ResidInfraPerman_dummy"", ""ResidInfraSemi_dummy"", ""ResidInfraKachchi_dummy"", ""ResidInfraOthers_dummy"", ""Remittance_dummy"", ""Have_AgriLand"", ""HouseHead_AgriExpYear"", ""Radio_dummy"", ""TV_dummy"", ""PC_dummy"", ""Net_dummy"", ""Phone_dummy"", ""Mobile_dummy"", ""Motorbike_dummy"", ""Car_dummy"", ""Bike_dummy"", ""OtherVehi_dummy"", ""Refrige_dummy"", ""SavingMembership"", ""RegularSaving"", ""OrgMembership"", ""AgriSupport"", ""Dist_Road"", ""Dist_HealthCenter"", ""Dist_SecondarySchool"", ""Dist_Market"", ""Dist_AgriSupport"", ""FramMechan"", ""IncomeResAgri_dummy"", ""IncomeResWage_dummy"", ""IncomeResNonAgriBusi_dummy"", ""IncomeResRemit_dummy"", ""IncomeResOthers_dummy"", ""TotalIncome"", ""Year"", ""DisasterExpInd"", ""DisasterFoodShortageInd"", ""DisasterDieInd"", ""DisasterMoneyLoss""]",HumanDiseaseIncreasePast25_Dummy,"{""objective"": ""binary:logistic"", ""eval_metric"": ""logloss"", ""n_estimators"": 1000, ""learning_rate"": 0.05, ""max_depth"": 8, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""tree_method"": ""hist"", ""device"": ""cuda""}"
